repo,pluginStatus,category,readmeLength,fenceMarkCount,practicalVersion,oldScore,practicalV2,delta,ease
opencues/opencues,verified-plugin,model,14213,4,2,50,43,-7,100
xiehuan123/dsh-deepread,verified-plugin,tools,17165,18,2,80,33,-47,80
MoFeng2223/dsh-claude-provider,verified-plugin,model,5219,12,2,80,7,-73,100
sorsama/deepseek-harness-mobile,verified-non-plugin,notify,9416,4,2,80,61,-19,70
runzhliu/deepseek-harness-docker,verified-plugin,model,14760,38,2,80,61,-19,65
MichengAI/dsh-codex-ui,verified-plugin,ui,11993,16,2,80,44,-36,50
FuRongJun-1999/dsh-memory,verified-plugin,agi,26015,24,2,80,70,-10,65
flymysql/dsh-remote,verified-plugin,tools,15770,8,2,80,47,-33,100
CAPTAIN1275/dsh-ui-web,conflict,tools,4559,8,2,80,34,-46,100
HsiangNianian/dsh-auto-continue,verified-plugin,ui,17540,16,2,80,47,-33,100
songyang0603/ds-spec-loop,unknown,tools,8532,12,2,50,38,-12,100
bihangchi9-creator/dsh-lark-bridge,verified-plugin,notify,13952,22,2,80,40,-40,65
6Mikao9/dsh-wsl-workspace,verified-plugin,tools,4499,2,2,80,10,-70,80
h4dex/opc-nexus,verified-non-plugin,workflow,4407,12,2,50,59,9,65
xuedai-mayi/dsh-wenshan,unknown,dev,3789,12,2,80,41,-39,80
william-jin-cmu/dsh-vision,unknown,tools,6477,10,2,80,11,-69,65
keleus/deepseek-pet,verified-plugin,fun,2656,24,2,80,37,-43,100
feiyang-dev/dsh-usage-plugin,verified-plugin,other,18244,28,2,80,45,-35,65
AX1202/ax-feishu-bridge,verified-plugin,session,9945,32,2,80,57,-23,100
Sutera-Diffusus/dsh-whale-musume,conflict,fun,8479,20,2,80,69,-11,80
morluto/flameox,verified-non-plugin,model,8483,20,2,80,23,-57,50
PKUfudawei/dsh-capability-menu,verified-plugin,tools,7533,10,2,50,25,-25,100
jing-hy/picturereader,verified-plugin,vision,19571,12,2,50,48,-2,30
Chinesezjc/dsh-interconnect,verified-plugin,session,10458,13,2,80,45,-35,80
zhuiyueya/dsh-im-gateway,verified-plugin,notify,8316,18,2,50,41,-9,65
openguardrails/openguardrails,verified-plugin,model,16831,6,2,50,35,-15,100
PlutoKeating/dsh-lark-bot,verified-plugin,notify,8411,4,2,80,42,-38,15
jjxjjjjiik-bot/dsh-chat-timeline,verified-plugin,ui,2855,6,2,80,30,-50,100
Gin-7/dsh-pet-remielle,verified-plugin,fun,8238,14,2,80,52,-28,45
not-big-dog/DSH-pipeline-kernel,verified-plugin,other,5831,8,2,80,16,-64,80
yuukiLike/zeromd,unknown,dev,9675,16,2,80,49,-31,80
zhu168/dsh-save-money,conflict,workflow,23942,36,2,80,47,-33,80
hellodigua/dsh-share,verified-plugin,session,1883,10,2,40,36,-4,100
MarvekG/deepseek-harness-model-config,verified-plugin,model,2388,8,2,80,27,-53,100
Rain-kl/dsh-preset-plus,verified-plugin,other,1734,6,2,70,25,-45,100
skyf0xx/hedgehog,unknown,tools,9054,22,2,80,48,-32,80
PerryLink/dsh-plugin-guide,verified-plugin,skill,14309,14,2,80,46,-34,65
dickpy/dsh-imagegen,verified-plugin,vision,6595,12,2,80,72,-8,100
ChenRuoT/dsh-sidebar-qa,verified-plugin,dev,9072,14,2,80,40,-40,100
lxzy-7/dsh-plugin-guard,verified-plugin,dev,15422,32,2,80,42,-38,100
beiyege-01/dsh-voice-ai-girlfriend,unknown,tools,15336,42,2,80,31,-49,80
chen731215-dev/dsh-tavern,verified-plugin,fun,3069,2,2,50,44,-6,100
xiajiajun516/dsh-config-manager,verified-plugin,tools,25399,24,2,50,58,8,100
the-beating-light-of-the-nail/dsh-meme-hub,unknown,fun,17761,0,2,30,15,-15,65
lhh010/dsh-ui-whale,unknown,session,8044,8,2,80,40,-40,100
dundunhan/dsh-video-lens,verified-plugin,other,6659,12,2,80,28,-52,65
Links2008/DeepSeek-Harness-Desktop,verified-non-plugin,notify,6113,4,2,50,28,-22,35
cosyncing/cosyncing,verified-non-plugin,dev,12510,8,2,80,34,-46,100
SenmuuuuW/dsh-whale-report,verified-plugin,usage,11604,10,2,80,56,-24,100
jsdvjx/dsh-strata,verified-plugin,ui,8216,8,2,80,16,-64,100
Nexus-Aethra/DSHBox,conflict,session,17352,10,2,80,41,-39,80
Anionex/dsh-computer-use,verified-plugin,tools,22502,20,2,80,84,4,65
Aik358/dsh-auto-memory,verified-plugin,memory,20780,10,2,80,46,-34,100
taptap/instant-games-open-mcp,verified-plugin,tools,25090,44,2,80,49,-31,80
Ewnscat-ya/dsh-client-ui-skin-denia,verified-plugin,theme,3928,6,2,80,37,-43,100
HiWhaleW/dsh-toolbox,verified-plugin,tools,14573,24,2,50,33,-17,70
slywalker2006/dsh-passwords,verified-plugin,security,15086,16,2,80,51,-29,65
Blank-not-black/dsh-Remote,verified-plugin,session,12462,24,2,50,53,3,100
ExElectron/dsh-gov-portal,verified-plugin,other,4482,6,2,80,40,-40,100
BeforeWave/dsh-with-chatgpt,unknown,tools,7419,20,2,80,39,-41,65
amlyczz/dsh-lark-link,verified-plugin,notify,16188,16,2,50,60,10,100
omdsh-dev/dsh-plugin-check,verified-plugin,dev,5289,12,2,80,49,-31,100
dshbox/cordis-rs,unknown,dev,18841,26,2,80,8,-72,80
wqty123/dsh-browser,verified-plugin,browser,15300,6,2,80,67,-13,100
kejixiaoliang/awesome-dsh-plugins,unknown,theme,70044,4,2,80,27,-53,100
loadingvx/deepseek-harness-workbench-plugin,verified-plugin,ui,33727,10,2,80,56,-24,100
UNLINEARITY/dsh-code,verified-plugin,dev,9327,16,2,50,68,18,100
dqsjqian/Aria,unknown,workflow,13524,24,2,50,50,0,65
lhh010/dsh-minigames,verified-plugin,fun,14978,10,2,80,51,-29,100
WEP-56/DSH-Launcher,verified-non-plugin,tools,2723,16,2,50,12,-38,65
Make0209/dsh-usage-stats,verified-plugin,usage,1893,6,2,70,20,-50,100
dsh-tui/dsh-tui,verified-plugin,dev,3554,8,2,80,31,-49,65
omdsh-dev/dsh-toolkit,verified-plugin,tools,4775,16,2,80,25,-55,100
left0ver/dsh-file-review,verified-plugin,other,2796,14,2,80,30,-50,100
SLin-code/dsh-custom-skin,verified-plugin,theme,2257,8,2,80,29,-51,80
WeirdSky924/agent-handoff-skill,unknown,session,16142,64,2,80,67,-13,80
iamaanahmad/everything-kiro,unknown,model,8147,10,2,80,0,-80,100
biociao/dsh-science,verified-plugin,workflow,17262,16,2,80,23,-57,80
xiaoshihou514/dsh-desktop-pet,conflict,fun,1238,2,2,40,2,-38,100
WM-CODER/custom-first-control-prompt,verified-plugin,dev,9167,8,2,80,13,-67,100
ARFCON/dsh-hotplug-hub,verified-plugin,skill,12687,20,2,80,25,-55,80
PGZXB/dsh-feishu,verified-plugin,notify,8724,6,2,80,50,-30,100
taxueseek/dsh-files,verified-plugin,ui,9742,6,2,80,43,-37,100
zexadev/dsh-tether,verified-plugin,dev,10483,4,2,50,49,-1,70
lzszq/dsh-scholar,verified-plugin,tools,12283,18,2,80,30,-50,80
yyyyukari/dsh-plugin-workshop,verified-plugin,market,3404,4,2,50,33,-17,100
AtlasCloudAI/atlas-cloud-skills,unknown,model,12077,12,2,80,25,-55,65
kuangre123/iosdev,unknown,skill,464,0,2,10,8,-2,65
AcidGr/dsh-web-lan-access,verified-plugin,remote,6661,12,2,80,19,-61,100
limbo947/dsh-recall-plugin,verified-plugin,session,6090,12,2,80,62,-18,80
HuanLinOTO/dsh-plugin-better-sidebar-plugin-office,verified-plugin,other,2777,4,2,80,27,-53,80
sugarforever/dsh-lark,verified-plugin,other,11801,46,2,80,40,-40,100
liguobao/dsh-desktop,unknown,tools,3817,6,2,80,34,-46,100
geml-spec/geml,verified-plugin,model,43858,42,2,50,62,12,65
yunxiiQwQ/dsh-maid-whale-webUI,verified-plugin,theme,2291,6,2,80,14,-66,80
Walvez/dsh-codex-sync,verified-plugin,tools,9074,10,2,50,57,7,100
agi-fans/oh-my-dsh,conflict,other,9961,8,2,80,39,-41,65
lsz-asd/dsh-plugin-session-delete,verified-plugin,session,3668,4,2,80,27,-53,100
834063245-creator/HoloGram,verified-plugin,model,18250,16,2,80,48,-32,80
omdsh-dev/dsh-custom-tool,verified-plugin,tools,8462,6,2,80,52,-28,100
147228/dsh-xiaoyao-skins,conflict,theme,5926,14,2,80,37,-43,80
Xuxchloris/deepseek-harness-sdr-plugin,verified-plugin,session,4623,18,2,80,44,-36,80
weinibuliu/deepseek-harness-vsc-extension,verified-non-plugin,dev,2336,4,2,80,16,-64,100
Ericwong5021/deepseek-plugin-store,verified-plugin,tools,368802,2,2,80,47,-33,100
chenw2759-wq/dsh-IDE,conflict,dev,9607,8,2,80,61,-19,100
lehhair/dsh-diff-viewer,verified-plugin,git,3298,10,2,80,5,-75,100
a735624258/dsh-skill-picker,verified-plugin,ui,5203,8,2,80,59,-21,100
Tasihi89/dsh-talk-map,verified-plugin,session,3298,4,2,80,13,-67,100
JUANWANG-BUAA/dsh-full-remote,verified-plugin,remote,23041,18,2,80,95,15,100
niiang/dsh-kimino-theme,conflict,theme,6436,12,2,80,26,-54,100
limuyang2/agent-team,verified-plugin,workflow,14850,14,2,80,43,-37,80
ADWMC/helm-d,verified-plugin,tools,12139,36,2,50,34,-16,65
10086ggqq/dsh_theme_terraria,verified-plugin,theme,12224,10,2,80,40,-40,100
WSL043/dsh-codex-subscription,verified-plugin,model,13432,16,2,80,60,-20,80
crazywoola/dsh-balance,verified-plugin,other,969,4,2,70,26,-44,65
enchangcui340-cloud/dsh-whale-balance,unknown,other,1444,6,2,70,26,-44,45
Tommy00748/dsh-theme-cyberpunk2077,verified-plugin,theme,3358,6,2,50,5,-45,100
chaos-03x/dsh-agy,verified-plugin,model,11855,12,2,50,34,-16,100
dhicoc/dsh-chinese-traditional-wisdom-skill,verified-plugin,skill,3416,6,2,80,40,-40,100
xmutfyh/dsh-plugin-writing-guard,verified-plugin,tools,6462,10,2,80,62,-18,100
Lxiayu/DshCockpit,verified-non-plugin,model,4305,4,2,50,28,-22,100
pengpengyi92/dsh-quant,verified-plugin,tools,37794,20,2,80,56,-24,100
JustGenius-s/DSH-Desktop,verified-non-plugin,other,2890,10,2,50,5,-45,35
bill9109/dsh-web-ui-notify,verified-plugin,notify,7412,10,2,80,50,-30,100
bill9109/dsh-drag-and-drop,verified-plugin,ui,11057,14,2,80,47,-33,100
MichengAI/dsh-archive-manager,verified-plugin,session,9382,14,2,80,48,-32,50
PensiveFei/deep-read-summarize,verified-plugin,workflow,5125,20,2,80,39,-41,100
amlyczz/dsh-agy-link,verified-plugin,model,13230,8,2,50,36,-14,100
PolinniZhong/dsh-personal-center,verified-plugin,usage,5719,6,2,50,48,-2,100
william-jin-cmu/dsh-stickers,verified-plugin,fun,5655,2,2,50,34,-16,100
HuanLinOTO/dsh-plugin-pet-rs,unknown,notify,4919,14,2,50,60,10,65
morluto/leantoken,unknown,model,17810,44,2,80,68,-12,70
lehhair/dsh-mobile,verified-plugin,other,3360,8,2,80,53,-27,100
LaplaceYoung/dsh-qq2006,verified-plugin,theme,4705,8,2,50,49,-1,100
YunTaiHua/illusion-agent,unknown,model,7453,6,2,80,47,-33,100
dingyi222666/dsh-focus-chat,verified-plugin,ui,4967,2,2,80,16,-64,100
THU-MAIC/dsh-openmaic,verified-plugin,tools,4198,10,2,80,13,-67,100
ZRui-C/dsh-computer-use,verified-plugin,tools,6447,12,2,80,27,-53,70
techysy/deepseek-harness-fnos,unknown,other,2428,4,2,80,22,-58,80
JUSTMONIKA2022/dsh-sandbox-escalation-fix,verified-plugin,session,21979,38,2,80,69,-11,100
Aisland-SJL/dsh-usage,verified-plugin,tools,6836,8,2,80,48,-32,65
bugmaker2/dsh-plugin-template,verified-plugin,dev,4236,16,2,80,0,-80,100
Qinling-Melon-Farmers/dsh-memoir,verified-plugin,memory,13371,14,2,80,50,-30,100
magian1127/deepseek-harness-zh_pro,verified-plugin,ui,3773,10,2,80,29,-51,100
yoli-mi/dsh-client-ui-custom,verified-plugin,theme,23526,24,2,80,55,-25,80
ZSeven-W/dsh-harbor,verified-plugin,other,10468,18,2,80,30,-50,80
upstash/skills,verified-plugin,tools,9775,28,2,80,0,-80,65
SnowCrescenter-tech/dsh-milestone,verified-plugin,ui,5193,6,2,80,58,-22,100
MichengAI/dsh-skills-manager,verified-plugin,dev,10543,14,2,80,41,-39,50
KelaoHu/dsh-lowtide,verified-plugin,model,22231,8,2,80,70,-10,80
ali-meoo/meoo-cli,unknown,skill,2579,18,2,80,9,-71,100
huiliyi37/dsh-tianshu-build,unknown,session,18060,30,2,80,13,-67,65
alexchenzl/dsh-plugin-directory,unknown,market,4986,0,2,30,23,-7,65
LoserFox/distill,verified-plugin,memory,3262,2,2,80,15,-65,100
raullenchai/rapid-mlx-dsh-provider,verified-plugin,model,10898,8,2,80,40,-40,80
Jungod1121/dsh-anchored-standard,verified-plugin,workflow,6171,12,2,80,23,-57,100
fredalxin/dsh-solo-thinking,verified-plugin,session,6956,28,2,80,54,-26,65
rirko/dsh-melody-launcher,verified-non-plugin,market,12557,10,2,80,57,-23,80
futrime/webdsh,verified-plugin,tools,16806,2,2,80,18,-62,80
alxshelepenok/grove,verified-plugin,session,30768,8,2,80,39,-41,50
cloader/dsh-taskboard,verified-plugin,workflow,16724,8,2,80,57,-23,100
YELEBAI/dsh-plugin-marketplace,verified-plugin,market,10402,20,2,80,64,-16,65
lbwnb666-ai/DeepSeekHarnessRemoteGateway,verified-non-plugin,tools,6842,16,2,50,63,13,35
XCNXNXNX/dsh-portable-tavern,verified-plugin,theme,1522,4,2,70,20,-50,100
BlockRunAI/dsh-clawrouter,verified-plugin,model,26269,20,2,80,51,-29,70
Axiaohungry/dsh-llm-codebuddy,verified-plugin,model,4606,20,2,80,38,-42,80
Zhenyu98/dsh-context-doctor,verified-plugin,dev,7958,14,2,80,68,-12,100
kanneiren/dsh-network-settings,verified-plugin,dev,3477,8,2,80,36,-44,80
EdgeTypE/dsh-better-deepseek,verified-plugin,tools,1389,6,2,70,0,-70,100
sjh9714/dsh-win32,verified-plugin,dev,7772,10,2,50,15,-35,65
NoNameLeGo/dsh-catppuccin-theme,verified-plugin,theme,9536,16,2,80,55,-25,70
baihejiangnan/dsh-session-context-menu,verified-plugin,session,5352,12,2,80,37,-43,100
A3Boy/dsh-web-tools,verified-plugin,model,14967,8,2,80,56,-24,80
baihejiangnan/deepseek-harness-desktop,unknown,workflow,5749,8,2,80,48,-32,80
DietCokewithSugar/dsh-user-experience,verified-plugin,git,22510,24,2,80,48,-32,100
KinGao294/dsh-skin,verified-plugin,theme,8437,8,2,80,16,-64,100
nevertoday/dsh-theme-plugin,verified-plugin,theme,17072,10,2,80,25,-55,100
Ghost011118/dsh-balance-meter,verified-plugin,usage,7850,8,2,80,25,-55,65
zp-home/dsh-recommend,verified-plugin,tools,8798,16,2,50,44,-6,65
CheshireJCat/blender,verified-plugin,tools,3058,6,2,80,27,-53,80
zerob13/dsh-better-markdown,verified-plugin,model,7050,20,2,80,63,-17,100
taichuy/deepseek-harness-auth,verified-plugin,other,7301,36,2,80,40,-40,100
MichengAI/dsh-agency-agents,verified-plugin,skill,10176,16,2,80,40,-40,50
cofy-x/dsh-console,verified-plugin,dev,5429,10,2,80,34,-46,100
plolpl789/dsh-raw-html,verified-plugin,market,6804,6,2,80,43,-37,80
Phant0Meow/dsh-meow-smooth,verified-plugin,ui,4256,6,2,80,27,-53,100
Clarklevis1995/dsh-mobile,unknown,session,7576,2,2,50,48,-2,65
Lixxx1/dsh-vscode,verified-non-plugin,dev,4585,4,2,50,21,-29,65
unitarylab/quantum-practices,verified-plugin,skill,13605,40,2,50,27,-23,100
shaokeyibb/dsh-plugin-product-subagents,verified-plugin,model,6752,18,2,80,35,-45,100
ma-pony/deepspider,verified-plugin,model,8011,20,2,80,60,-20,100
omdsh-dev/dsh-deep-research,verified-plugin,workflow,6057,8,2,80,30,-50,100
xiake595/touhou-hakurei,verified-plugin,theme,2543,8,2,80,38,-42,100
Mombrane/dsh-subagent-monitor,verified-plugin,ui,4775,12,2,50,33,-17,100
omdsh-dev/stent,verified-plugin,dev,16996,8,2,50,38,-12,100
Zephyr-vibe/dsh-archived-sessions,verified-plugin,session,16656,12,2,80,49,-31,100
maddogfinance/dsh-trading,conflict,tools,21931,24,2,50,5,-45,30
zhaiyateng/dsh-design-skills,verified-plugin,skill,6332,2,2,80,19,-61,100
Yi-111-a/dsh-jingling,verified-plugin,fun,2604,10,2,50,26,-24,65
lizhiyao/oh-my-knowledge,verified-plugin,model,19518,18,2,80,75,-5,100
fandc520/dsh-comfyui,verified-plugin,other,9916,8,2,80,73,-7,65
FeatherHunter/dsh-mattpocock-skills-deck,verified-plugin,skill,3864,12,2,50,12,-38,100
kenz1117/dsh-ui-usage-billing,verified-plugin,usage,15042,12,2,50,52,2,30
SenmuuuuW/dsh-group-photo,unknown,skill,4320,10,2,80,36,-44,100
dingkaihu63/dsh-robotic-harness,verified-plugin,tools,18940,8,2,50,64,14,100
Miyazawai/dsh-client-pricing,unknown,model,4362,12,2,80,22,-58,80
starslittle/dsh-queue-plus,verified-plugin,session,1499,8,2,70,29,-41,100
609476965/dsh-LorebookMD,verified-plugin,fun,2661,6,2,80,30,-50,80
AnacondaKC/dsh-stock-market,verified-plugin,fun,2578,10,2,80,47,-33,100
memorax-ai/dsh-harmony,verified-plugin,other,12327,14,2,80,26,-54,70
yyxcnasd/amadeus-for-dsh,unknown,other,2772,8,2,50,25,-25,65
joejojoking-cloud/dsh-file-explorer,verified-plugin,model,1277,2,2,70,19,-51,100
renat3u/tonghuashun-webui,conflict,tools,4945,4,2,80,12,-68,100
openma-ai/deepseek-harness-acp,verified-plugin,notify,17263,22,2,50,27,-23,35
MJorgin/dsh-media-skills,verified-plugin,vision,13706,8,2,50,61,11,65
xlight/deepseek-visionary,verified-plugin,tools,12623,24,2,80,37,-43,80
Rianico/dsh-better-edit,verified-plugin,tools,38637,24,2,80,62,-18,80
Tkingxiao/dsh-any-background,verified-plugin,theme,9348,8,2,80,38,-42,100
loongsuite/dsh-plugin,verified-plugin,dev,8669,16,2,80,7,-73,100
0xsline/dsh-spotlight,verified-plugin,ui,3657,14,2,80,43,-37,100
omdsh-dev/dsh-llm-fallbacks,verified-plugin,model,22305,6,2,80,45,-35,100
statem-li/dsh-webui,verified-plugin,session,22455,15,2,50,31,-19,100
seed-forge/harness-ai-kit,verified-plugin,model,1753,6,2,40,4,-36,65
SummerSec/AI-Inner-Os,verified-non-plugin,model,12361,26,2,80,18,-62,80
MarioZZJ/cc-notify-hooks,unknown,tools,15047,46,2,80,19,-61,80
ccq1/dsh-side-panel,verified-plugin,ui,1248,6,2,70,12,-58,100
dragonbaba/dsh-routing-suite,verified-plugin,workflow,3374,6,2,80,36,-44,100
npxcnency-ux/pi-trace-extension,unknown,model,14771,22,2,80,73,-7,65
sliverp/dsh-hub-plugin,verified-plugin,market,4170,10,2,80,5,-75,50
Lanxing6480/dsh-galgame,verified-plugin,fun,4288,4,2,50,49,-1,65
CocoSgt/dsh-skills,verified-plugin,skill,7582,8,2,80,36,-44,100
HuanLinOTO/dsh-plugin-aigc-canvas,verified-plugin,model,7069,10,2,80,42,-38,65
huey1in/reef,verified-plugin,tools,9160,12,2,80,10,-70,65
yequ172672/dsh-codex-subscription,verified-plugin,model,6292,20,2,80,15,-65,45
zebbkira/dsh-skills-mcp-manager,verified-plugin,dev,3220,0,2,60,34,-26,80
yejiming/dsh-museai-tavern,verified-plugin,other,4362,14,2,50,34,-16,100
Fengze233/dsh-vscode,verified-non-plugin,dev,15283,8,2,80,54,-26,100
oliblue-evan/dsh-roleplay-preset,unknown,session,4844,8,2,80,27,-53,100
gityuanbao/DSH-Plugins,verified-non-plugin,tools,15246,36,2,50,47,-3,100
sluminositys/dsh-nested-followups,verified-plugin,model,11179,8,2,80,43,-37,100
JAdpp/dsh-whale-galgame,verified-plugin,fun,9879,0,2,60,36,-24,45
ZK-Andy/dsh-continual-evolve,verified-plugin,dev,8178,8,2,80,29,-51,100
SiriLee/dsh-rewind,verified-plugin,session,7136,6,2,80,32,-48,100
AnkoCD/dsh-server-deployment,unknown,model,8186,8,2,50,42,-8,65
Soren-ABT/dsh-knowledge,verified-plugin,tools,13913,8,2,80,51,-29,65
CanglongCl/dsh-web-review,verified-plugin,tools,2078,2,2,80,48,-32,100
1na-ko/dsh-hdc-bridge,verified-plugin,tools,8528,2,2,80,42,-38,100
dingyi222666/dsh-session-notification,verified-plugin,notify,6868,2,2,80,21,-59,100
YMRYMR/deepseek-peak,unknown,model,14844,14,2,80,27,-53,100
kxh4892636/pi-deepseek-anchor,verified-non-plugin,tools,5229,10,2,80,6,-74,80
Moeblack/deepseek-manners,verified-plugin,fun,1789,10,2,70,3,-67,100
omdsh-dev/dsh-office,verified-plugin,tools,5539,16,2,80,27,-53,100
LAN-TINA-WS/dsh-gui-customization,conflict,theme,4005,6,2,50,5,-45,100
FTShare-Lab/dsh_kline,verified-plugin,dev,1726,0,2,20,46,26,65
Solismuchengxue/dsh_plugin_swift_cycle,verified-plugin,skill,3292,16,2,80,33,-47,80
railgun0325/dsh-phone,verified-plugin,tools,5021,4,2,80,47,-33,80
HuanLinOTO/dsh-plugin-yet-another-subagent,verified-plugin,tools,5094,8,2,50,40,-10,65
omdsh-dev/dsh-gomoku,verified-plugin,fun,6263,10,2,50,27,-23,100
houyanchao/dsh-timeline,verified-plugin,ui,2163,4,2,80,27,-53,100
klarkxy/zhihu-search,verified-plugin,tools,4638,22,2,50,39,-11,65
2672243194/dsh-read-url,verified-plugin,browser,29019,20,2,80,78,-2,80
guo6x/dsh-pilot,verified-plugin,browser,9571,6,2,80,36,-44,100
Js2Hou/dsh-mcp-manager,verified-plugin,ui,6720,16,2,50,30,-20,100
lninghaha/dsh-coding-subscription-oauth,verified-plugin,model,20970,16,2,80,49,-31,65
Flyvhidbwo/dsh-vision-proxy,verified-plugin,vision,11033,14,2,80,45,-35,65
wx-yss/dsh-message-rail,verified-plugin,ui,4357,10,2,80,50,-30,100
urzeye/dsh-outline,verified-plugin,ui,4713,16,2,80,42,-38,100
chumingjun/harness-one,verified-plugin,workflow,11083,8,2,80,63,-17,100
XieZongChen/dsh-md-notes,verified-plugin,memory,8691,8,2,80,54,-26,70
988hj7tczd-oss/dsh-computer-use,verified-plugin,tools,6051,8,2,80,50,-30,45
omdsh-dev/dsh-security-audit,verified-plugin,security,5695,14,2,80,40,-40,80
omdsh-dev/dsh-advisor,verified-plugin,model,12399,10,2,80,41,-39,100
w2112515/dsh-plugin-development,verified-plugin,skill,9198,16,2,50,11,-39,65
ayuanwong/dsh-ux,unknown,session,3896,4,2,50,11,-39,100
Lixiaoyiao/deepseek-harness-action,conflict,tools,15039,12,2,80,61,-19,45
MAXeaglet/dsh-bash-terminal,verified-plugin,tools,7615,12,2,80,46,-34,80
jiji262/awesome-deepseek-harness,unknown,model,15676,2,2,50,33,-17,65
chenw2759-wq/dsh-plugin-healthcheck,verified-plugin,other,6089,8,2,80,80,0,100
WNJXYK/dsh-codex-oauth,verified-plugin,model,4713,8,2,50,35,-15,100
Small-tailqwq/dsh-deepcel,verified-plugin,theme,882,2,2,70,6,-64,100
LiangYin233/dsh-provider-model-configurator,verified-plugin,model,2379,4,2,80,21,-59,100
Thanksgiver233/comm-protocol-hub,verified-plugin,tools,3239,10,2,80,25,-55,80
1841220388zzzcccxxx-star/dsh-git-graph,verified-plugin,tools,4129,10,2,50,42,-8,65
HongMing-Huang/dsh-file-upload,verified-plugin,ui,8873,10,2,80,55,-25,65
songoao25/dsh-bottom-info-bar,verified-plugin,model,16904,12,2,80,48,-32,65
Smalldy/godot-bridge,verified-plugin,tools,11296,10,2,80,35,-45,100
linhut/gongwen-skill,verified-plugin,skill,20753,38,2,80,76,-4,65
sailoumili/novel-writer,verified-plugin,workflow,2906,8,2,80,11,-69,100
Karbo123/DSH-EvoResearch,conflict,tools,3421,2,2,50,39,-11,65
fuhefei/dsh-sentinel,verified-plugin,workflow,9768,12,2,80,35,-45,100
DIAG5/dsh-better-input,verified-plugin,ui,9393,14,2,50,50,0,100
walkinglabs/awesome-deepseek-harness-plugins,unknown,tools,37381,26,2,80,66,-14,80
Iwctwbh/dsh-flowglass,verified-plugin,ui,2578,14,2,80,27,-53,80
ChongCyrus/Vibe-Mathematics,verified-plugin,workflow,28891,26,2,50,62,12,100
suntianc/dsh-codex-auth,verified-plugin,model,12797,20,2,80,40,-40,100
CraZY222123/dsh-ocr-plugin,unknown,tools,6235,10,2,80,54,-26,100
phoenixlucky/zerotoken-skill,unknown,model,9015,28,2,50,42,-8,65
omdsh-dev/dsh-plugin-dev,unknown,skill,5142,2,2,50,38,-12,35
shuguang1994/project-blueprint,verified-plugin,skill,12355,10,2,50,27,-23,100
FlytoMAYDAY80/dsh-pet,verified-non-plugin,session,4332,10,2,50,39,-11,35
huawolf/news-agent,unknown,model,9994,20,2,80,27,-53,65
